store_name,location,event_type,event_date,status,short_description,article_link,published_date,source_batch,Date_Appended
Boardwalk Tavern,"23 Old Stagecoach Rd, Bailey, CO 80421",Opening,Not specified,no opening date yet,"Boardwalk Tavern is a new Coney Island Boardwalk–themed concept coming to Bailey, Colorado, per a recent Liquor License filing. Owner Alec Crisafulli says excitement is already building, though no opening date has been set. The tavern aims to attract both tourists and locals as a neighborhood gathering spot.",https://whatnow.com/denver/restaurants/boardwalk-tavern-set-to-debut-in-bailey-colorado/,"May 28, 2026",batch_2_output,2026-05-29
Seoul Stop (2nd location),"6275 Siegen Ln, Baton Rouge, LA 70809",Opening,Not specified (expected June but delayed),no clear opening date yet,"Seoul Stop is preparing a larger second Baton Rouge location at 6275 Siegen Lane, a 6,000-square-foot space that will expand on the original store's Korean snacks, kimbap, and drinks concept. General Manager Minho Kim confirmed the space will include a Korean Deli, expanded retail, K-Beauty, and K-Pop merchandise. While a June opening was anticipated, more work still needs to be done.",https://whatnow.com/new-orleans/restaurants/seoul-stop-expanding-with-even-bigger-location-in-baton-rouge/,"May 28, 2026",batch_2_output,2026-05-29
Vasco's Peri Peri (Naperville),"3124 Route 59, Naperville, IL 60564",Opening,July 2026,under construction,"Vasco's Peri Peri is opening its fourth location at 3124 Route 59 in the Wheatland Marketplace shopping center in Naperville, with owner Samir Ajmeri hoping to debut in July. The restaurant serves Portuguese- and Indian-inspired fried chicken, pitas, wraps, bowls, and platters. Ajmeri will personally own this location, which follows existing units in Schaumburg, Lombard, and Arlington Heights.",https://whatnow.com/chicago/restaurants/vascos-peri-peri-known-for-fried-chicken-and-pitas-finds-new-suburb/,"May 28, 2026",batch_2_output,2026-05-29
Buitoni Spaghetti Bar,"528 Commonwealth Ave, Boston, MA 02215",Opening,Spring 2027,slated to debut,"Tuscan Brands founder Joe Faro announced plans to open Buitoni Spaghetti Bar at 528 Commonwealth Ave in Kenmore Square, the former home of Blue Ribbon Brasserie and Eastern Standard. The concept, debuting spring 2027, draws inspiration from the original Buitoni Spaghetti Bar that operated in Times Square in the 1940s–1950s, focusing on handmade pasta, elevated comfort dishes, a bar program, and a late-night atmosphere.",https://whatnow.com/boston/restaurants/tuscan-brands-bringing-vintage-inspired-buitoni-spaghetti-bar-to-kenmore-square-next-spring/,"May 28, 2026",batch_2_output,2026-05-29
Bafang Dumpling (San Gabriel),"140 W. Valley Blvd, Unit 102-103, San Gabriel, CA 91776",Opening,Not specified,opening,"Taiwanese dumpling chain Bafang Dumpling has announced a new location coming to Tawa Gateway in San Gabriel. The chain, known for fast-casual potstickers, dumplings, and noodles, operates over 1,000 locations across Asia and has existing Southern California locations. An opening timeline has not yet been shared.",https://whatnow.com/los-angeles/restaurants/bafang-dumpling-opening-new-location-in-san-gabriel/,"May 28, 2026",batch_2_output,2026-05-29
Sushi Fukami,"1128 SW Alder Street, Portland, OR (zip not specified)",Opening,Not specified,firm opening date has not yet been announced,"Celebrated Portland omakase concept Sushi Fukami is graduating from pop-up to permanent with a new ~700-square-foot downtown location near Multnomah Whiskey Library, in the former Lil' Shalom space. Chef Cody Auger leads the project, building on his acclaimed sushi career at Hokusei, Fukami Sushiya, and Nimblefish. No firm opening date has been announced.",https://whatnow.com/portland/restaurants/one-of-portlands-most-beloved-sushi-concepts-is-getting-a-permanent-home/,"May 28, 2026",batch_2_output,2026-05-29
Hawaiian Bros Island Grill (Downtown Atlanta),"112 Courtland St NE, Atlanta, GA 30303",Opening,2027 (based on permitting),plans to roll out locations next year,"Hawaiian Bros Island Grill is planning a Downtown Atlanta location at 112 Courtland St., per a recent permit filing, joining an existing Georgia location in Decatur. Nashville-based franchise group MRCO inked a 34-unit deal to expand the brand into West Central Georgia, North Carolina, and North Alabama. Original 2026 rollout plans appear to have shifted to 2027 based on permitting.",https://whatnow.com/atlanta/restaurants/hawaiian-bros-planning-new-location-downtown/,"May 28, 2026",batch_2_output,2026-05-29
Little Tart Bakeshop (Candler Park),"1643 McLendon Ave. NE, Atlanta, GA 30307",Opening,Fall 2026,expected to open this fall,"The Little Tart Bakeshop team is opening its fourth location in Candler Park at 1643 McLendon Ave. NE, in the former bridal shop Kelly's Closet space. The location will open alongside a new sister concept, Midi, in the neighboring retail unit. Both are expected to open this fall.",https://whatnow.com/atlanta/restaurants/little-tart-team-planning-sister-concept-in-candler-park/,"May 28, 2026",batch_2_output,2026-05-29
Midi,"1643 McLendon Ave. NE (neighboring unit), Atlanta, GA 30307",Opening,Fall 2026,expected to open this fall,"Midi is a new sandwich and wine concept from Little Tart founder Sarah O'Brien, inspired by Parisian cafes, set to debut in Candler Park alongside the new Little Tart location. The menu will feature sandwiches made with homemade bread and local ingredients, salads, small bites, a wine and cocktail program, and soft serve. Both Midi and the new Little Tart are expected to open this fall.",https://whatnow.com/atlanta/restaurants/little-tart-team-planning-sister-concept-in-candler-park/,"May 28, 2026",batch_2_output,2026-05-29
Nantucket's Meat & Fish Market (Charleston),"616 Coleman Blvd, Mt. Pleasant, SC 29464",Opening,Not specified,official opening date has not yet been announced,"Nantucket's Meat & Fish Market is expanding into the Charleston area with a new location at 616 Coleman Blvd in Mount Pleasant. The family-owned shop will offer prime meats, fresh seafood, prepared foods, a wood-fired pizza oven, and a wine bar. The company is currently hiring for multiple positions, and no official opening date has been announced.",https://whatnow.com/charleston/restaurants/nantuckets-meat-fish-market-to-expand-into-charleston/,"May 28, 2026",batch_2_output,2026-05-29
Tequileros Taqueria (Fullerton),"2720 Nutwood Ave, Fullerton, CA 92831",Opening,June 2026,will debut in June,"Tequileros Taqueria is opening a new Fullerton location at 2720 Nutwood Ave, announced via Instagram, as part of the brand's ongoing California expansion. Owner Edgar Gomez also confirmed plans to expand to Rancho Cucamonga, Davis, Patterson, Turlock, and possibly Chino Hills and Newport by end of 2026, though no addresses or exact timelines were provided for those. Founded as a single taco truck in Lodi in 2021, the brand now has multiple brick-and-mortar locations across the state.",https://whatnow.com/orange-county/restaurants/tequileros-taqueria-to-open-multiple-orange-county-locations-in-2026/,"May 28, 2026",batch_2_output,2026-05-29
SAYO Japanese Restaurant,"2255 Peachtree Rd NE, Suite F, Atlanta, GA 30309",Opening,June or July 2026,aiming for an opening in either June or July,"SAYO Japanese Restaurant will open this summer in the former STARFISH space in Peachtree Hills, with a menu featuring nigiri, sashimi, rolls including A5 Wagyu and bluefin tuna, and chef tastings. Owner Karen Halim made cosmetic changes to the 2,121-square-foot, 50-seat space. Hours will be 11:30 a.m.–2:30 p.m. and 5–10 p.m. Tuesday–Friday, and 12–9 p.m. Saturday–Sunday.",https://whatnow.com/atlanta/restaurants/sayo-japanese-restaurant-opening-this-summer/,"May 28, 2026",batch_2_output,2026-05-29
Cheeky,"151 Meeting St., Suite 150, Charleston, SC 29401",Opening,Fall 2026,aims for a fall 2026 reveal,"Cheeky is a new seafood-focused restaurant from The Neighborhood Dining Group (which also operates Husk, Minero, and Delaney Oyster Bar), set to open at 151 Meeting St. in downtown Charleston. The 3,500-square-foot space will feature indoor dining, an expansive bar, open-air windows, and an outdoor patio overlooking Meeting St. No official opening date has been announced.",https://whatnow.com/charleston/restaurants/cheeky-to-open-in-downtown-charleston-this-fall-bolder-louder-livelier/,"May 28, 2026",batch_2_output,2026-05-29
Brass Monkey Bread Co.,"Corner of S. 20th St. & Dickinson St., Philadelphia, PA (zip not specified)",Opening,Not specified,preparing to open first brick-and-mortar,"Brass Monkey Bread Co. is a sourdough bakery founded by former Kensington schoolteacher Zach Posnan, debuting its first brick-and-mortar at the corner of S. 20th and Dickinson St. in Philadelphia's Point Breeze neighborhood. Posnan built the brand through pop-ups and wholesale operations after pivoting from teaching. No opening date was specified in the article.",https://whatnow.com/philadelphia/restaurants/former-kensington-schoolteacher-turned-sourdough-baker-prepares-to-open-first-brick-and-mortar/,"May 28, 2026",batch_2_output,2026-05-29
Oklava Café,"945 Market St Floor 2, San Francisco, CA 94103",Opening,Late June/Early July 2026,slated to debut,"Oklava Café is opening a second San Francisco location at Saluhall Food Hall, expanding beyond its original coffee shop format to include flatbreads, bowls, cooked meat dishes, and salads alongside its existing Turkish desserts and coffee offerings. The owner cited San Francisco's improving restaurant scene and proximity to IKEA as factors in choosing the location.",https://whatnow.com/san-francisco/restaurants/oklava-cafe-to-debut-second-san-francisco-location-with-expanded-turkish-menu/,"May 28, 2026",batch_3_output,2026-05-29
Slice Deli,"1563 S Commerce St, Las Vegas, NV 89102",Opening,Before end of summer 2026,construction is currently underway,"Slice Deli is a new Italian-American to-go concept planned for the Downtown Las Vegas Arts District at The Distrikt shopping complex, led by Andrew and Vincent DeLillo. The menu will feature pizza, pasta, Italian hero sandwiches, salads, and catering services.",https://whatnow.com/las-vegas/restaurants/slice-deli-to-bring-a-taste-of-italy-to-the-valley/,"May 28, 2026",batch_3_output,2026-05-29
Playa Bowls,"2735 Town Center Blvd N, Unit R, Sugar Land, TX 77479",Opening,August 2026,construction has not yet started,"Playa Bowls is bringing a new location to Sugar Land Town Square, with franchisee Aliyah Slater planning a grand opening event with balloons, a DJ, shirt giveaways, and free bowls for the first 50 guests. This will be one of the first brick-and-mortar Playa Bowls locations in Sugar Land, part of a broader 64-unit franchise commitment for the Greater Houston region.",https://whatnow.com/houston/restaurants/playa-bowls-to-open-in-the-sugar-land-town-square/,"May 28, 2026",batch_3_output,2026-05-29
Petra Pastry,"4205 Hacks Cross Rd, Suite 111, Memphis, TN 38125",Opening,Not specified,certificate of occupancy issued May 20,"Petra Pastry, a Jordanian-Palestinian bakery founded by Asad Almalhi and Maisaa Hassan, is preparing to open a second Memphis location at 4205 Hacks Cross Road after receiving a certificate of occupancy on May 20. The 1,400-square-foot space will serve traditional sweets like kunafa, baklava, and basbousa alongside coffee.",https://whatnow.com/memphis/restaurants/petra-pastry-cooking-up-new-location/,"May 27, 2026",batch_3_output,2026-05-29
Eat Restaurant Partners Sports Bar (unnamed),"Diamond District, next to CarMax Park ballfield, Richmond, VA (Address not specified)",Opening,"Construction to begin 2027, complete 2028",construction is on deck to begin in 2027,"Eat Restaurant Partners is developing an as-yet-unnamed sports bar and grill as part of a 67-acre mixed-use development in Richmond's Diamond District, occupying approximately 5,000 square feet of a 20,000-square-foot retail building adjacent to CarMax Park's main centerfield entrance. The group previously launched concepts including Wong's Tacos, Lucky Asian Fusion, and Boulevard Burger & Brew.",https://whatnow.com/washington-dc/restaurants/new-sports-bar-from-eat-restaurant-partners-planned-for-virginia/,"May 27, 2026",batch_3_output,2026-05-29
Sushi by Bou,"1800 Presidents St, Suite B, Reston, VA 20190",Opening,Late 2026,aiming to open late this year,"Sushi by Bou is opening its first Virginia location at the Hyatt Regency hotel in Reston Town Center after applying for a liquor license with the Virginia ABC Authority. The concept offers three omakase tiers—Signature, Boūgie, and Boū Reserve—in a speakeasy-style sushi counter format.",https://whatnow.com/washington-dc/restaurants/sushi-by-bou-bringing-incomparable-omakase-dining-to-reston/,"May 27, 2026",batch_3_output,2026-05-29
Piola,"221 SW 1st Ave, CU102, Fort Lauderdale, FL 33301",Opening,Not specified,coming soon,"Piola, an Italian restaurant founded in Italy in the 1980s, is opening a Las Olas-area Fort Lauderdale location after FL & CM Food LLC filed permit applications with the Florida DBPR. The restaurant is known for thin-crust pizzas, meatballs, and salads, and also offers vegan cheese and gluten-free crust options.",https://whatnow.com/miami/restaurants/piola-to-open-fort-lauderdale-restaurant/,"May 27, 2026",batch_3_output,2026-05-29
Sushi Sake,"5829 SW 73rd St, Miami, FL 33143",Opening,Not specified,opening soon,"Sushi Sake is opening a South Miami location at the former Kiko Sushi site, filed under SS South Miami LLC with the Florida DBPR. Founded in 2009 by brothers James and Argelio Aguayo, the restaurant offers traditional Japanese sushi alongside Miami Latin-American inspired rolls and a full hot food menu.",https://whatnow.com/miami/restaurants/sushi-sake-to-open-a-south-miami-location/,"May 27, 2026",batch_3_output,2026-05-29
Solé Miami,"17315 Collins Ave, Sunny Isles Beach, FL 33160",No qualifying business found — acquisition/ownership change only,N/A,N/A,"South Street Partners acquired Solé Miami, a 249-key condo hotel managed by Noble House Resorts. Plans focus on upgrading guest rooms and common areas; no opening or closure event is described.",https://whatnow.com/miami/restaurants/south-street-partners-acquires-sole-miami/,"May 27, 2026",batch_3_output,2026-05-29
Finish Your Champagne,"1084 N Delaware Ave, Philadelphia, PA 19125",Opening,Late summer 2026 (targeted),official opening date has not yet been announced,"Finish Your Champagne is a new upscale party brunch concept from Hi-Def Hospitality, planned for Philadelphia's Northern Liberties neighborhood with a modern saloon-inspired interior featuring collapsing garage doors and a central rectangular bar. The concept will offer elevated brunch fare, mimosas, champagne, and live entertainment including DJs, dancers, and live musicians.",https://whatnow.com/philadelphia/restaurants/finish-your-champagne-brings-upscale-party-brunch-concept-to-philly-its-an-experience/,"May 27, 2026",batch_3_output,2026-05-29
Taste Taco Bar,"300 South Street, Philadelphia, PA (no zip code mentioned)",Opening,June 2026,set to open this June,"Taste Taco Bar is a new concept from Hi-Def Hospitality set to open at 300 South Street in Philadelphia in June, mentioned as an additional project in the same article covering Finish Your Champagne. It is described as an offshoot of the group's existing Taste Cheesesteak Bar concept.",https://whatnow.com/philadelphia/restaurants/finish-your-champagne-brings-upscale-party-brunch-concept-to-philly-its-an-experience/,"May 27, 2026",batch_3_output,2026-05-29
Edley's Bar-B-Que,"330 Franklin Rd, Brentwood, TN 37027",Opening,By end of 2026,expected to open by the end of the year,"Edley's Bar-B-Que is opening its 12th location at the former McAlister's Deli space in Brentwood Place, a roughly 3,800-square-foot restaurant expected to bring around 50 jobs to the area. Founded in Nashville in 2011 by Will Newman, the brand is known for slow-smoked barbecue and Southern comfort food.",https://whatnow.com/nashville/restaurants/edleys-bar-b-que-fires-up-plans-for-new-brentwood-restaurant/,"May 27, 2026",batch_3_output,2026-05-29
Little Nest Coffee Roasters,"21003 Mack Ave, Grosse Pointe Woods, MI 48236",Opening,~30 days from publication (approx. late June 2026),hoping to launch in around 30 days,"Little Nest Coffee Roasters is a new coffee shop planned for downtown Grosse Pointe Woods, owned by Jason Spencer, who has been working on the concept for a year. The café will focus on small-batch, in-house roasted coffee with drinks like lattes and teas, but will not initially offer pastries or baked goods.",https://whatnow.com/detroit/restaurants/little-nest-coffee-roasters-to-help-build-community-in-grosse-pointe-woods/,"May 27, 2026",batch_3_output,2026-05-29
Netflix House,"3747 S Las Vegas Blvd, Las Vegas, NV 89109",Opening,2027,construction is currently underway,"Netflix House is under construction at the BLVD Las Vegas mixed-use complex on the Las Vegas Strip, spanning over 100,000 square feet and set to open in 2027. The permanent, year-round entertainment venue will feature immersive experiences based on shows like Squid Game, Stranger Things, and Wednesday, along with themed dining, VR/escape rooms, and a merchandise shop.",https://whatnow.com/las-vegas/restaurants/netflix-house-construction-underway-on-las-vegas-strip/,"May 27, 2026",batch_3_output,2026-05-29
Chubby Cattle BBQ,"1905 Taylor Rd, Roseville, CA 95661",Opening,Spring 2027,expecting to open in Spring 2027,"Chubby Cattle BBQ, a Los Angeles-based chain known for all-you-can-eat wagyu beef and robot servers, is opening its first Sacramento-area location in the former Tahoe Joe's steakhouse space in Roseville. The 7,100-square-foot space will undergo a full renovation and will operate as the BBQ format of the Chubby Group's three dining concepts.",https://whatnow.com/sacramento/restaurants/chubby-cattle-bbq-is-opening-its-first-sacramento-location-in-roseville/,"May 27, 2026",batch_3_output,2026-05-29
Brassica,"15820 Southwest Fwy, Sugar Land, TX 77478",Opening,"Fall 2026, at latest winter 2026","should open by this fall, at the latest winter","Brassica, an Ohio-based fast-casual Mediterranean chain, is opening its second Greater Houston location in Sugar Land's Lake Pointe Village, with construction on the $950,000 project slated to begin next month and wrap in early November. The 49,976-square-foot space will include exterior renovations, a patio, a full commercial kitchen, and an interior dining room.",https://whatnow.com/houston/restaurants/brassica-to-build-950000-new-eatery-in-greater-houston/,"May 27, 2026",batch_3_output,2026-05-29
Desserts By Clément (Del Mar location),Address not specified,Opening,Early summer 2026,expected to open in early summer 2026,"Desserts By Clément, a French bakery known for hyper-realistic molded desserts and pastries, is planning a Del Mar location with an exact address not yet publicly announced. The new store is expected to mirror the Pacific Beach flagship, offering pastries, breads, sandwiches, coffee drinks, and specialty desserts.",https://whatnow.com/san-diego/restaurants/desserts-by-clement-planning-new-locations-in-del-mar-and-vista/,"May 27, 2026",batch_3_output,2026-05-29
Desserts By Clément (Vista location),Address not specified,Opening,Not specified,in development,"A Vista location for Desserts By Clément is also in development, with no address or opening timeline publicly announced. It is expected to offer the same menu as the Pacific Beach flagship.",https://whatnow.com/san-diego/restaurants/desserts-by-clement-planning-new-locations-in-del-mar-and-vista/,"May 27, 2026",batch_3_output,2026-05-29
Matsu,"626 S Tremont St, Oceanside, CA (no zip code mentioned)",Closing,"May 31, 2026",set to close on May 31,"Matsu, a modern Japanese fine-dining restaurant, is closing its current Oceanside location on May 31 to relocate within the city, with chef-owner William Eick actively searching for a new space. Farewell dinners are being held in the final weeks, and the brand has confirmed it will continue operating after relocating.",https://whatnow.com/san-diego/restaurants/matsu-to-relocate-after-closing-at-end-of-the-month/,"May 27, 2026",batch_3_output,2026-05-29
"Julian Beer Company (new concept, unnamed)",Address not specified,Opening,Summer 2026,targeting an opening sometime in Summer 2026,"Julian Beer Company is developing a second, as-yet-unnamed fast-casual concept in Julian focused on smash burgers, beef tallow fries, and beer, with the exact address not yet publicly revealed. The project has reportedly been in development since summer 2025 and is separate from the existing brewery and restaurant at 2307 Main Street.",https://whatnow.com/san-diego/restaurants/julian-beer-company-planning-new-concept-in-julian/,"May 27, 2026",batch_3_output,2026-05-29
Silk Way Family Restaurant,"507 S 6th St, Philadelphia, PA 19147",Closing,"June 1, 2026",closing,"Silk Way Family Restaurant, which serves Central Asian and Kazakh cuisine in Queen Village, is closing on June 1, less than a year after soft-opening in 2024. The restaurant, owned by Olzhas Karymsakov and his family, did not provide a specific reason for the closure but thanked the community for its support.",https://whatnow.com/philadelphia/restaurants/philadelphia-restaurant-serving-central-asian-cuisine-to-close-june-1/,"May 27, 2026",batch_3_output,2026-05-29
Coastal Tea Cafe,"27 S 5th St, Fernandina Beach, FL 32034",Opening,"October 1, 2026 (goal)",opening date hasn't been set in stone yet,"Coastal Tea Cafe is a new tea house and café planned for a little yellow house in Fernandina Beach, owned by Tonya Blanchford, offering 25 hot tea flavors, rotating iced teas, coffee, breakfast, lunch, and pastries. The interior will feature comfortable seating, a book nook with used books for sale in partnership with the local library, and an outdoor patio.",https://whatnow.com/jacksonville/restaurants/coastal-tea-cafe-opening-in-fernandino-beach-this-fall/,"May 27, 2026",batch_3_output,2026-05-29
Blue Monkey,"2012 Madison Avenue, Memphis, TN 38104",Closing,"June 19, 2026","closing on June 19, 2026","Blue Monkey is a restaurant known for lunch, dinner, happy hour, and late-night dining with live music and a pool table. The Midtown Memphis location will serve its final meal on June 19, 2026, announced via social media on June 7, 2026. The restaurant has operated at 2012 Madison Avenue for nearly 27 years, and its downtown location at 513 South Front Street will continue to operate.",https://whatnow.com/memphis/restaurants/a-community-favorite-late-night-midtown-spot-is-closing-june-19/,"June 08, 2026",batch_1_output,2026-06-09
Mercadito,"2423 N. Lincoln Ave., Chicago, IL 60614",Opening,"June 5, 2026",recently opened,"Mercadito is a Mexican restaurant offering signature cuisine and handcrafted cocktails. The second Chicago location opened at 2423 N. Lincoln Ave. on June 5, following the success of the flagship River North restaurant which has operated for 17 years. Executive Chef Alexander Quintero, with experience at Toro Chicago and Aikana Chicago, leads the culinary program.",https://whatnow.com/chicago/restaurants/a-popular-river-north-restaurant-opens-a-second-chicago-location-in-lincoln-park/,"June 08, 2026",batch_1_output,2026-06-09
Bellfire,"The Lawrence Hotel, Lawrenceville, Georgia",Opening,Summer 2026,new hotel opening in Lawrenceville this summer,"Bellfire is a new restaurant concept featuring Mediterranean and Southern-inspired cuisine, including fish and grits, stuffed local trout, and grilled bison sirloin. It will be one of two dining concepts inside The Lawrence, a new hotel opening in Lawrenceville this summer. No exact address or opening date was provided.",https://whatnow.com/atlanta/restaurants/here-are-4-upcoming-restaurants-we-uncovered-in-atlanta-last-week-june-1-5/,"June 08, 2026",batch_1_output,2026-06-09
Old Nick's,"The Lawrence Hotel, Lawrenceville, Georgia",Opening,Summer 2026,new hotel opening in Lawrenceville this summer,"Old Nick's is the bar and lounge of The Lawrence hotel, offering craft cocktails, whiskeys, and small plates. It will open alongside Bellfire as one of two dining concepts inside the new Lawrenceville hotel this summer. No exact address or opening date was provided.",https://whatnow.com/atlanta/restaurants/here-are-4-upcoming-restaurants-we-uncovered-in-atlanta-last-week-june-1-5/,"June 08, 2026",batch_1_output,2026-06-09
Pisano's,"Marietta Square, Marietta, Georgia",Opening,Early July 2026,second location opening in early July,"Pisano's is a New York style pizzeria and Italian kitchen offering pizzas, calzones, and sandwiches. A second metro Atlanta location is opening in early July in a 1,500-square-foot space in Marietta Square, featuring a stage for live music and karaoke and an outdoor patio. No exact address was provided.",https://whatnow.com/atlanta/restaurants/here-are-4-upcoming-restaurants-we-uncovered-in-atlanta-last-week-june-1-5/,"June 08, 2026",batch_1_output,2026-06-09
Sankranti,"Buckhead, Atlanta, Georgia",Opening,Later this year,opening a new location in Buckhead later this year,"Sankranti is a fast-casual restaurant known for scratch-made curries and bowls, including butter chicken bowl, Mughlai chicken, paneer tikka bowl, and desi tacos. A new Buckhead location is planned for later this year in a 1,560-square-foot ground-floor space with outdoor dining seating 43 people. No exact address or opening date was provided.",https://whatnow.com/atlanta/restaurants/here-are-4-upcoming-restaurants-we-uncovered-in-atlanta-last-week-june-1-5/,"June 08, 2026",batch_1_output,2026-06-09
First Watch,"1081 A1A Beach Blvd., St. Augustine, FL 32080",Opening,"June 8, 2026","grand opening on Monday, June 8","First Watch is a made-to-order breakfast, brunch, and lunch restaurant featuring chef-inspired menus and rotating seasonal offerings. The new Anastasia Plaza location opens June 8 in a 3,900-square-foot space seating more than 150 people with a covered patio and interior bar. The restaurant will employ approximately 30 people and operate on a one-shift-a-day model.",https://whatnow.com/jacksonville/restaurants/first-watch-opens-new-restaurant-in-anastasia-plaza/,"June 08, 2026",batch_1_output,2026-06-09
Petals of a Peony,"Southaven, Mississippi",Opening,Not specified,New locations coming soon,"Petals of a Peony is a Michelin-recognized Sichuan restaurant known for fiery, tongue-numbing, chili-laden cuisine. The restaurant announced via social media that new locations are coming to Southaven and Raleigh, though no precise addresses or timelines were provided. The concept first opened in 2023 in Cordova and has since expanded to multiple locations with a fast-casual spin-off called Little Petal.",https://whatnow.com/memphis/restaurants/petals-of-a-peony-plots-new-location/,"June 07, 2026",batch_1_output,2026-06-09
Petals of a Peony,"Raleigh, Tennessee",Opening,Not specified,New locations coming soon,"Petals of a Peony is a Michelin-recognized Sichuan restaurant known for fiery, tongue-numbing, chili-laden cuisine. The restaurant announced via social media that new locations are coming to Southaven and Raleigh, though no precise addresses or timelines were provided. The concept first opened in 2023 in Cordova and has since expanded to multiple locations with a fast-casual spin-off called Little Petal.",https://whatnow.com/memphis/restaurants/petals-of-a-peony-plots-new-location/,"June 07, 2026",batch_1_output,2026-06-09
Armada,"80 Compromise Street, Annapolis, MD 21401",Opening,Closer to July 2026,anticipates opening the eatery closer to July,"Armada is a Mexican cantina by Atlas Restaurant Group centered around tacos, tequila, and dockside dining, accommodating up to 200 guests. The restaurant is set to open at the Annapolis Waterfront Hotel at 80 Compromise Street, with no official opening date yet confirmed. Atlas Restaurant Group's VP of Marketing and Design confirmed the anticipated opening closer to July.",https://whatnow.com/washington-dc/restaurants/armada-to-serve-the-waterfront-this-summer/,"June 07, 2026",batch_1_output,2026-06-09
Trudie's Catfish Cabin,"7822 US Highway 51 N, Millington, TN 38053",Opening,Not specified,Hopefully we will be open there soon,"Trudie's Catfish Cabin is a comfort food restaurant that previously operated in Arlington before closing in April. The concept has signed a lease for a storefront at 7822 US Highway 51 N in Millington and is waiting for the site to be brought up to code, with a certificate of occupancy under review with Memphis and Shelby County. No opening timeline was provided.",https://whatnow.com/memphis/restaurants/trudies-catfish-cabin-keeping-the-hunger-alive-in-millington/,"June 07, 2026",batch_1_output,2026-06-09
Petals of a Peony,"Raleigh, Tennessee",Opening,Not specified,coming soon,"Petals of a Peony is a Michelin-recognized Sichuan restaurant that opened its first location in Cordova in 2023 and has since expanded to multiple storefronts. The restaurant announced via social media a planned new location in Raleigh (Shelby County), with no precise address or opening timeline provided. The concept has also developed a smaller fast-casual offshoot called Little Petals.",https://whatnow.com/memphis/restaurants/sichuan-phenomenon-plans-new-shelby-county-location/,"June 07, 2026",batch_1_output,2026-06-09
J Tap Kitchen,"3397 Summer Avenue, Memphis, TN 38122",Opening,July 2026,opening in July,"J Tap Kitchen is a fine dining restaurant promising an intimate culinary journey with seasonal ingredients spanning 4,000 square feet with an occupant load of 99. The restaurant is preparing to open its doors at 3397 Summer Avenue later this summer, with its website stating an opening in July. The concept has been issued a certificate of occupancy from the Memphis and Shelby County Division of Planning and Development and is actively hiring for all positions.",https://whatnow.com/memphis/restaurants/new-fine-dining-experience-readying-for-memphis-opening/,"June 07, 2026",batch_1_output,2026-06-09
Café Bastille,"MiMo District, Miami, Florida",Opening,Not specified,coming soon,"Café Bastille is an all-day brunch café founded in 2018 by Paris natives, known for dishes like Bae's Shakshuka, French breakfast burritos, and eggs Benedict. A new location in Miami's MiMo District is planned, featuring a backyard garden; no exact address or opening date has been announced. When it opens, the MiMo location will be the brand's fifth restaurant, joining locations in Downtown Miami, Miami Beach, Fort Lauderdale, and Weston.",https://whatnow.com/miami/restaurants/cafe-bastille-planning-a-mimo-restaurant-with-enchanted-garden/,"June 06, 2026",batch_1_output,2026-06-09
Out There Coffee Roasters,"San Francisco, California",Opening,Not specified,getting so close to finding the perfect spot,"Out There Coffee Roasters is a woman-founded specialty coffee company that began as pop-ups in 2020 before opening its first brick-and-mortar café in 2024. The company is actively searching for a second San Francisco location, though negotiations have not been finalized and there is currently no projected opening timeline. Founder Erica Ash confirmed the search to WhatNow but noted no address has been secured.",https://whatnow.com/san-francisco/restaurants/out-there-coffee-roasters-eyes-second-san-francisco-location/,"June 06, 2026",batch_1_output,2026-06-09
Chubby Cattle BBQ,"3775 E. El Camino Real, Santa Clara, CA 95051",Opening,Not specified,set to open,"Chubby Cattle BBQ is an all-you-can-eat yakiniku concept featuring premium wagyu beef, robot servers, conveyor systems, and immersive dining environments. The company has announced plans for a Santa Clara location at 3775 E. El Camino Real, though no opening timeline has been confirmed. Founded by David Zhao, the brand operates under the Chubby Group umbrella with locations across markets including Las Vegas, Philadelphia, and Denver.",https://whatnow.com/san-francisco/restaurants/chubby-cattle-bbq-planning-santa-clara-expansion/,"June 06, 2026",batch_1_output,2026-06-09
Mixt,"1105 S California Boulevard, Walnut Creek, CA 94596",Opening,Mid-July 2026,targeting a mid-July debut,"Mixt is a Certified B Corporation restaurant specializing in chef-driven salads and grain bowls founded in San Francisco in 2006. The forthcoming Walnut Creek location at 1105 S California Boulevard is targeting a mid-July debut, offering indoor and patio seating plus pickup and delivery through the Mixt app. The restaurant will launch with Mixt's summer menu and feature a custom art installation from a prominent local artist.",https://whatnow.com/san-francisco/restaurants/mixt-targets-summer-opening-for-new-walnut-creek-location/,"June 06, 2026",batch_1_output,2026-06-09
Osen Urban Table,"7300 Great Park Blvd., Suite A, Irvine, CA 92618",Opening,Not specified,set to open,"Osen Urban Table is a modern Japanese restaurant concept by Osen Hospitality Group offering sushi, sashimi, kushiyaki, and other Japanese-inspired plates at an approachable price point alongside cocktails, sake, beer, and wine. The new location is planned for 7300 Great Park Blvd., Suite A, per an active plan review filed with the Orange County Health Care Agency. Founded in 2017, Osen Hospitality also operates Izakaya Osen restaurants in Irvine and Los Angeles' Silver Lake neighborhood.",https://whatnow.com/orange-county/restaurants/osen-group-eyes-irvines-great-park-area-with-osen-urban-table/,"June 05, 2026",batch_1_output,2026-06-09
