date,title,address,url,Date_Appended
2026-08-04,A Massachusetts Italian Restaurant Is Closing as Owner Announces Retirement,"12 Blanchard Rd, Quincy, MA 02169",https://whatnow.com/boston/restaurants/a-massachusetts-italian-restaurant-is-closing-as-owner-announces-retirement/,2026-08-04
2026-08-04,A Popular Brazilian Steakhouse Opens Its First Gilbert Location Near SanTan Village,"2134 S Santan Village Pkwy, Gilbert, AZ 85295",https://whatnow.com/phoenix/restaurants/a-popular-brazilian-steakhouse-opens-its-first-gilbert-location-near-santan-village/,2026-08-04
2026-08-03,Coffee Project New York Brewing Upper East Side Spot,"1219 1st Ave., New York, NY 10065",https://whatnow.com/new-york/restaurants/coffee-project-new-york-brewing-upper-east-side-spot/,2026-08-03
2026-08-03,Teriyaki Madness Set to Open New Location in Manteca,"165 Commerce Ave #105, Manteca, CA 95336, USA",https://whatnow.com/sacramento/restaurants/teriyaki-madness-set-to-open-new-location-in-manteca/,2026-08-04
2026-08-03,Bean Bar Team Building Larger Coffee Shop at Former Cleaners Space,"565 Roger Williams Ave, Highland Park, IL 60035",https://whatnow.com/chicago/restaurants/bean-bar-team-building-larger-coffee-shop-at-former-cleaners-space/,2026-08-03
2026-08-03,Jacksonville Golf-Themed Restaurant Closes One Location After Four Years,"1407 Atlantic Blvd, Jacksonville, FL 32207",https://whatnow.com/jacksonville/restaurants/jacksonville-golf-themed-restaurant-closes-one-location-after-four-years/,2026-08-03
2026-08-03,Here are 6 Upcoming Restaurants We Uncovered Last Week in Metro Atlanta (July 27-31),,https://whatnow.com/atlanta/restaurants/here-are-6-upcoming-restaurants-we-uncovered-last-week-in-metro-atlanta-july-27-31/,2026-08-03
2026-08-03,"A 7,000-Location Modern Teahouse Just Landed in Orange County","20 City Blvd W, Orange, CA 92868, United States",https://whatnow.com/orange-county/restaurants/a-7000-location-modern-teahouse-just-landed-in-orange-county/,2026-08-03
2026-08-03,"After 25 Years of Service, Tennessee Favorite BBQ Staple Is Closing Its Springfield Location","3516 Tom Austin Hwy, Springfield, TN 37172, United States",https://whatnow.com/nashville/restaurants/after-25-years-of-service-tennessee-favorite-bbq-staple-is-closing-its-springfield-location/,2026-08-03
2026-08-03,Growing Crispy Chicken Brand Continues Expansion,"1998 Hacienda Dr. Vista, CA 92083",https://whatnow.com/san-diego/restaurants/growing-crispy-chicken-brand-continues-expansion/,2026-08-03
2026-08-03,Coffee Chain 7 Brew Adds a Second Sacramento Location,"5901 Florin Rd, Sacramento, CA 95823, USA",https://whatnow.com/sacramento/restaurants/coffee-chain-7-brew-adds-a-second-sacramento-location/,2026-08-04
2026-08-03,New ‘Krema Patisserie’ Concept Planned for Plaza in Plainfield,"14220 US-30, Plainfield, IL 60544",https://whatnow.com/chicago/restaurants/new-krema-patisserie-concept-planned-for-plaza-in-plainfield/,2026-08-04
2026-08-03,A Michelin Guide-Recognized Taqueria Is Opening Its First Las Vegas Restaurant,"6915 S Durango Dr, Las Vegas, NV 89113, United States",https://whatnow.com/las-vegas/restaurants/a-michelin-guide-recognized-taqueria-is-opening-its-first-las-vegas-restaurant/,2026-08-03
2026-08-03,A Well-Known Texas BBQ Restaurant Is Closing After Nine Years,"15608 Spring Hill Ln Ste 105, Pflugerville, TX 78660",https://whatnow.com/austin/restaurants/a-well-known-texas-bbq-restaurant-is-closing-after-nine-years/,2026-08-03
2026-08-03,Fast-Growing Indian Restaurant Chain to Open First Tennessee Location in Smyrna,"2160 Rock Springs Rd #600, Smyrna, TN 37167, United States",https://whatnow.com/nashville/restaurants/fast-growing-indian-restaurant-chain-to-open-first-tennessee-location-in-smyrna/,2026-08-03
2026-08-03,Haggo's Organic Taco Plans New North City Location,"222 N City Dr, San Marcos, CA 92078",https://whatnow.com/san-diego/restaurants/haggos-organic-taco-plans-new-north-city-location/,2026-08-03
2026-08-03,Lofty Coffee Adding Another Shop to Its Roster,"4615 Gdn Hl Lp., Carlsbad, CA 92008",https://whatnow.com/san-diego/restaurants/lofty-coffee-adding-another-shop-to-its-roster/,2026-08-04
2026-08-03,A 30-Year-Old Chicken Finger Chain Opening a New Restaurant in Thousand Oaks,"400 N Moorpark Rd, Thousand Oaks, CA 91360, United States",https://whatnow.com/los-angeles/restaurants/a-30-year-old-chicken-finger-chain-opening-a-new-restaurant-in-thousand-oaks/,2026-08-03
2026-08-03,Scottsdale Restaurant Known for Its Patio and Handmade Tortillas Closes,"6910 E Main St, Scottsdale, AZ 85251",https://whatnow.com/phoenix/restaurants/scottsdale-restaurant-known-for-its-patio-and-handmade-tortillas-closes/,2026-08-03
2026-08-03,From Morristown to Manhattan: Dän Bakery & Cafe Expands to NYC,"1431 York Ave., New York, NY 10021",https://whatnow.com/new-york/restaurants/from-morristown-to-manhattan-dan-bakery-cafe-expands-to-nyc/,2026-08-03
2026-08-02,Flamez Wings & Grille Files for Memphis Location,"8081 E Shelby Dr, Memphis, TN 38125",https://whatnow.com/memphis/restaurants/flamez-wings-grille-files-for-memphis-location/,2026-08-03
2026-08-02,Chicken Chain to Help Launch Linthicum Landing,"1709 W Nursery Rd, Linthicum Heights, MD 21090",https://whatnow.com/washington-dc/restaurants/chicken-chain-to-help-launch-linthicum-landing/,2026-08-03
2026-08-02,Memphis Metal Museum Plans Cafe Kitchen,"1930 Poplar Ave, Memphis, TN 38104",https://whatnow.com/memphis/restaurants/memphis-metal-museum-plans-cafe-kitchen/,2026-08-02
2026-08-02,New Restaurant Bringing Flavors of India to Memphis,"150 Peabody Pl, Memphis, TN 38103",https://whatnow.com/memphis/restaurants/new-restaurant-bringing-flavors-of-india-to-memphis/,2026-08-02
2026-08-02,Sardi’s Peruvian Chicken Readying Annapolis Location,"153 Defense Hwy, Annapolis, MD 21401",https://whatnow.com/washington-dc/restaurants/sardis-peruvian-chicken-readying-annapolis-location/,2026-08-03
2026-08-02,Fast-Casual Phenomenon Headed to Another Maryland Market,"6490 Dobbin Center Way, Columbia, MD 21045",https://whatnow.com/washington-dc/restaurants/fast-casual-phenomenon-headed-to-another-maryland-market/,2026-08-03
2026-08-02,Fleming’s Prime Steakhouse & Wine Bar Building New Virginia Presence,,https://whatnow.com/washington-dc/restaurants/flemings-prime-steakhouse-wine-bar-building-new-virginia-presence/,2026-08-03
2026-08-01,Trial I Error to Open in Campbell,"368 E Campbell Ave, Campbell, CA 95008",https://whatnow.com/san-francisco/restaurants/trial-i-error-to-open-in-campbell/,2026-08-01
2026-08-01,Queex Preparing to Open in Milpitas,"190 S Main St, Milpitas, CA 95035",https://whatnow.com/san-francisco/retail/queex-preparing-to-open-in-milpitas/,2026-08-01
2026-07-31,Rumi Room to Open in The Bend this Fall,"8730 W Sunset Rd, Las Vegas, NV 89148",https://whatnow.com/las-vegas/restaurants/rumi-room-to-open-in-the-bend-this-fall/,2026-08-01
2026-07-31,Lounge XII Set to Bring Life and Legacy to New Orleans East,"9511 Chef Menteur Hwy, Suite 103, New Orleans, LA 70127",https://whatnow.com/new-orleans/restaurants/lounge-xii-set-to-bring-life-and-legacy-to-new-orleans-east/,2026-07-31
2026-07-31,Calaveras Cantina Announces Plans to Open at Mayla Pompano,"2335 E Atlantic Blvd, Pompano Beach, FL 33062",https://whatnow.com/miami/restaurants/calaveras-cantina-announces-plans-to-open-at-mayla-pompano/,2026-07-31
2026-07-31,The Daily Blend Plans September Debut in Downtown Attleboro,"6 S Main St, Attleboro, MA 02703",https://whatnow.com/boston/restaurants/the-daily-blend-plans-september-debut-in-downtown-attleboro/,2026-08-01
2026-07-31,Greater Philadelphia Restaurateurs to Unveil New Concept,"385 W Lancaster Ave., Chesterbrook, PA 19087",https://whatnow.com/philadelphia/restaurants/greater-philadelphia-restaurateurs-to-unveil-new-concept/,2026-07-31
2026-07-31,House of Strays Bringing Prohibition-Era Cocktails and Live Theater to Knoxville's Old City,"206 W Jackson Ave, Knoxville, TN 37902, USA",https://whatnow.com/nashville/restaurants/house-of-strays-bringing-prohibition-era-cocktails-and-live-theater-to-knoxvilles-old-city/,2026-07-31
2026-07-31,Breakfast Club at Midtown Will Replace Range Midtown on Capitol Avenue,"1813 Capitol Ave, Sacramento, CA 95811",https://whatnow.com/sacramento/restaurants/breakfast-club-at-midtown-will-replace-range-midtown-on-capitol-avenue/,2026-07-31
2026-07-31,Ziggi's Coffee Plans New Littleton Café and Drive-Thru,"8020 Sangre De Cristo Rd, Littleton, CO 80127",https://whatnow.com/denver/restaurants/ziggis-coffee-plans-new-littleton-cafe-and-drive-thru/,2026-07-31
2026-07-31,Soon And Soon Souvenir Shop Preparing Chinatown Reopening,"731 Grant Ave, San Francisco, CA 94108",https://whatnow.com/san-francisco/restaurants/soon-and-soon-souvenir-shop-preparing-chinatown-reopening/,2026-08-01
2026-07-31,Restaurateur Working on New Concept ‘Humito 18’ for Pilsen,"939 W 18th St, Chicago, IL 60608",https://whatnow.com/chicago/restaurants/restaurateur-working-on-new-concept-humito-18-for-pilsen/,2026-07-31
2026-07-31,Hattie B's Hot Chicken Heads to Donelson With Seventh Nashville-Area Restaurant,"2725 Old Lebanon Pike, Nashville, TN 37214, USA",https://whatnow.com/nashville/restaurants/hattie-bs-hot-chicken-heads-to-donelson-with-seventh-nashville-area-restaurant/,2026-07-31
2026-07-31,"Luxury Home Décor Boutique, Maison Ludeau, Set to Join Magazine Street","5517 Magazine St, New Orleans, LA 70115",https://whatnow.com/new-orleans/restaurants/luxury-home-decor-boutique-maison-ludeau-set-to-join-magazine-street/,2026-07-31
2026-07-31,Aioli Gourmet Burgers Working Toward Late 2026 Reopening,"10652 N 32nd St, Phoenix, AZ 85028",https://whatnow.com/phoenix/restaurants/aioli-gourmet-burgers-working-toward-late-2026-reopening/,2026-08-01
2026-07-31,Gyro Republic to Bring Halal Mediterranean Cuisine to Mansfield,"2771 E Broad St, Mansfield, TX 76063, USA",https://whatnow.com/dallas/restaurants/gyro-republic-to-bring-halal-mediterranean-cuisine-to-mansfield/,2026-08-01
2026-07-31,Postino WineCafe Plans Third Austin Location in Westlake,"701 S Capital of Texas Hwy j760, West Lake Hills, TX 78746, USA",https://whatnow.com/austin/restaurants/postino-winecafe-plans-third-austin-location-in-westlake/,2026-08-01
2026-07-31,Gigi’s Cafe To Open Second Burlingame Location,"1080 Howard Ave, Burlingame, CA 94010",https://whatnow.com/san-francisco/restaurants/gigis-cafe-to-open-second-burlingame-location/,2026-08-01
2026-07-31,Millbraes Cafe Preparing to Open on El Camino Street,"1663 El Camino Real, Millbrae, CA 94030",https://whatnow.com/san-francisco/restaurants/millbraes-cafe-preparing-to-open-on-el-camino-street/,2026-08-01
2026-07-31,Small Sliders Prepares East Tennessee Rollout,"330 N Cedar Bluff Rd, Knoxville, TN 37923, USA",https://whatnow.com/nashville/restaurants/small-sliders-prepares-east-tennessee-rollout/,2026-07-31
2026-07-31,Firefly Distillery Plans Relocation,,https://whatnow.com/charleston/restaurants/firefly-distillery-plans-relocation/,2026-08-01
2026-07-31,Pats Patty's to Open in Grand Flamingo Centre,"9701 W Flamingo Rd, Las Vegas, NV 89147",https://whatnow.com/las-vegas/restaurants/pats-pattys-to-open-in-grand-flamingo-centre/,2026-07-31
2026-07-31,West Hollywood's Soma Suisan Planning Hollywood Relocation | What Now Los Angeles,"6801 Hollywood Blvd c5 525, Hollywood, CA 90028",https://whatnow.com/los-angeles/restaurants/west-hollywoods-soma-suisan-planning-hollywood-relocation/,2026-07-31
2026-07-31,SeaKing Ice Cream Opening New Ice Cream Shop,"7650 S Tamiami Trl, Sarasota, FL 34231",https://whatnow.com/tampa/restaurants/seaking-ice-cream-opening-new-ice-cream-shop/,2026-07-31
2026-07-31,Parker’s Kitchen Opening Near Upcoming Victory Village Shopping Center,"2509 Augusta Hwy, Lexington, SC 29072",https://whatnow.com/charleston/restaurants/parkers-kitchen-opening-near-upcoming-victory-village-shopping-center/,2026-08-01
2026-07-31,A Boston Irish Pub That Spanned Generations Just Poured Its Final Round,"25 Union St, Boston, MA 02108",https://whatnow.com/boston/restaurants/a-boston-irish-pub-that-spanned-generations-just-poured-its-final-round/,2026-07-31
2026-07-31,Paris Baguette Bringing First Williamson County Bakery Café to Franklin,"4020 Aspen Grove Dr, Franklin, TN 37067, USA",https://whatnow.com/nashville/restaurants/paris-baguette-bringing-first-williamson-county-bakery-cafe-to-franklin/,2026-07-31
2026-07-31,New Concept Coming from Visionary Local Restaurateur,"3218 Magazine St, New Orleans, LA 70115",https://whatnow.com/new-orleans/restaurants/new-concept-coming-from-visionary-local-restaurateur/,2026-07-31
2026-07-31,Wonder Eyeing Wellesley for Another Greater Boston Food Hall Location,"Wellesley Square, Wellesley, MA 02482",https://whatnow.com/boston/restaurants/wonder-eyeing-wellesley-for-another-greater-boston-food-hall-location/,2026-07-31
2026-07-31,Filipino Pop-Up Zarate Tiki Co. Opening Brick-and-Mortar Location | What Now Atlanta,"493 Flat Shoals Ave SE, Atlanta, GA 30316",https://whatnow.com/atlanta/restaurants/filipino-pop-up-zarate-tiki-co-opening-brick-and-mortar-location/,2026-07-31
2026-07-31,Bethlehem Cafe to Bring Palestinian Cuisine to Jamaica Plain,"376 Centre St, Boston, MA 02130",https://whatnow.com/boston/restaurants/bethlehem-cafe-to-bring-palestinian-cuisine-to-jamaica-plain/,2026-08-01
2026-07-31,Haruka Sake & Sushi Preparing Fullerton Restaurant,"1925 W Malvern Ave, Fullerton, CA 92833",https://whatnow.com/orange-county/restaurants/haruka-sake-sushi-preparing-fullerton-restaurant/,2026-08-01
2026-07-31,A Canadian Sports Bar with Dallas Stars Ties Is Opening in Northlake,"13850 Chadwick Pkwy, Northlake, TX 76262, United States",https://whatnow.com/dallas/restaurants/a-canadian-sports-bar-with-dallas-stars-ties-is-opening-in-northlake/,2026-07-31
2026-07-31,Newberry Cafe & Bakery to Return Baked Goods to a Maryland Storefront,"234 N Washington St, Havre De Grace, MD 21078",https://whatnow.com/washington-dc/restaurants/newberry-cafe-bakery-to-return-baked-goods-to-a-maryland-storefront/,2026-08-01
2026-07-31,Tommy Bahama Marlin Bar To Open A New Location,"555 The Shops at Mission Viejo, Mission Viejo, CA 92691",https://whatnow.com/orange-county/restaurants/tommy-bahama-marlin-bar-to-open-a-new-location/,2026-08-01
2026-07-31,Flying Biscuit Cafe to Bring Sunny-Side Up Disposition to Magnolia,"5667 FM 1488, Magnolia, TX 77354",https://whatnow.com/houston/restaurants/flying-biscuit-cafe-to-bring-sunny-side-up-disposition-to-magnolia/,2026-07-31
2026-07-31,"After Five Years, Craft Kafe Plans Opening on 34th Street South in St. Pete","4725 34th St S, St. Petersburg, FL 33711",https://whatnow.com/tampa/restaurants/after-five-years-craft-kafe-plans-opening-on-34th-street-south-in-st-pete/,2026-07-31
2026-07-31,BEST Coffee Searching for New Home as Portland Food Hall Lease Winds Down,"827 SW 2nd Ave, Portland, OR 97204",https://whatnow.com/portland/restaurants/best-coffee-searching-for-new-home-as-portland-food-hall-lease-winds-down/,2026-07-31
2026-07-31,Fire on the Mountain Plans Third Denver Location,"10155 E 29th Dr, Denver, CO 80238",https://whatnow.com/denver/restaurants/fire-on-the-mountain-plans-third-denver-location/,2026-07-31
2026-07-31,Foxtail Coffee Co. Opening Winter Garden Location,"7263 Avalon Rd, Winter Garden, FL 34787",https://whatnow.com/orlando/restaurants/foxtail-coffee-co-opening-winter-garden-location/,2026-08-01
2026-07-31,Mediterranean Twin-Concept Marigny Spot Planning Canal Street Location,"835 Canal St, New Orleans, LA 70112",https://whatnow.com/new-orleans/restaurants/mediterranean-twin-concept-marigny-spot-planning-canal-street-location/,2026-07-31
2026-07-31,Boka Restaurant Group Plans Three New Cherry Creek Concepts,"3250 E 2nd Ave, Denver, CO 80206",https://whatnow.com/denver/restaurants/boka-restaurant-group-plans-three-new-cherry-creek-concepts/,2026-07-31
2026-07-31,Vivoli Il Gelato Opening New Location in Flamingo Crossing,"153 Sugar Belle Dr, Winter Garden, FL 34787",https://whatnow.com/orlando/restaurants/vivoli-il-gelato-opening-new-location-in-flamingo-crossing/,2026-07-31
2026-07-31,A National Chicken Chain Is Opening Its First Restaurant in Turlock with Employment Opportunities,"2630 W Tuolumne Rd, Turlock, CA 95380, United States",https://whatnow.com/san-francisco/restaurants/a-national-chicken-chain-is-opening-its-first-restaurant-in-turlock-with-employment-opportunities/,2026-07-31
2026-07-31,6 Los Angeles Restaurants Served Their Final Meals in July 2026,,https://whatnow.com/los-angeles/restaurants/6-los-angeles-restaurants-served-their-final-meals-in-july-2026/,2026-07-31
2026-07-31,PopUp Bagels to Open More Than 1200 Square-Foot Shop in M-K-T Heights,"600 N Shepherd Dr, Houston, TX 77007",https://whatnow.com/houston/restaurants/popup-bagels-to-open-more-than-1200-square-foot-shop-in-m-k-t-heights/,2026-08-01
2026-07-31,New Upscale Ice Cream Lounge Sweet Cone Opening in Orlando,"14990 Kissimmee Vineland Rd #132, Orlando, FL 32821",https://whatnow.com/orlando/restaurants/new-upscale-ice-cream-lounge-sweet-cone-opening-in-orlando/,2026-08-01
2026-07-31,Korea-Based Shabu in Seoul Planning First LA Location | What Now Los Angeles,"3807 Wilshire Blvd, Los Angeles, CA 90010",https://whatnow.com/los-angeles/restaurants/korea-based-shabu-in-seoul-planning-first-la-location/,2026-07-31
2026-07-31,Passion and Perseverance Shown in Miss Chickpea's Bake Shop Success,"10105 Broadway, San Antonio, TX 78217",https://whatnow.com/san-antonio/restaurants/passion-and-perseverance-shown-in-miss-chickpeas-bake-shop-success/,2026-07-31
2026-07-31,Bonanno's New York Pizzeria to Open in the Excalibur,"3850 S Las Vegas Blvd, Las Vegas, NV 89109",https://whatnow.com/las-vegas/restaurants/bonannos-new-york-pizzeria-to-open-in-the-excalibur/,2026-07-31
2026-07-31,The Buzzed Goat Coffee Company Planning Third Location in Gilbert,"2795 S Market St, Gilbert, AZ 85295",https://whatnow.com/phoenix/restaurants/the-buzzed-goat-coffee-company-planning-third-location-in-gilbert/,2026-07-31
2026-07-31,SunLife Organics is Coming to Wynwood,"101 NW 22nd St, Miami, FL 33142",https://whatnow.com/miami/restaurants/sunlife-organics-is-coming-to-wynwood/,2026-07-31
2026-07-31,7 Brew Coffee Plans Three New DFW Drive-Thru Locations,,https://whatnow.com/dallas/restaurants/7-brew-coffee-plans-three-new-dfw-drive-thru-locations/,2026-08-01
2026-07-31,King of Wings Team Plans Two New Wheat Ridge Restaurants,"6995 W 38th Ave, Wheat Ridge, CO 80033",https://whatnow.com/denver/restaurants/king-of-wings-team-plans-two-new-wheat-ridge-restaurants/,2026-07-31
2026-07-31,Pavement Coffeehouse Brewing Up Tenth Greater Boston Location at Tufts University,"177 College Ave, Medford, MA 02155",https://whatnow.com/boston/restaurants/pavement-coffeehouse-brewing-up-tenth-greater-boston-location-at-tufts-university/,2026-08-01
2026-07-31,APM Restaurant Group to Open Niwa in West Palm Beach,"523 Park Pl, West Palm Beach, FL 33401",https://whatnow.com/miami/restaurants/apm-restaurant-group-to-open-niwa-in-west-palm-beach/,2026-07-31
2026-07-31,Portillo's Plans $2.5M New Braunfels Restaurant With Drive-Thru,"2807 Sophie Ln, New Braunfels, TX 78130, USA",https://whatnow.com/san-antonio/restaurants/portillos-plans-2-5m-new-braunfels-restaurant-with-drive-thru/,2026-07-31
2026-07-31,Cajun Café Opening in Lake Charles,"2500 Kirkman St, Lake Charles, LA 70601",https://whatnow.com/new-orleans/restaurants/cajun-cafe-opening-in-lake-charles/,2026-07-31
2026-07-31,Solerum to Bring New Fusion Dining Concept to FiDi,"2 Gold St., New York, NY 10038",https://whatnow.com/new-york/restaurants/solerum-to-bring-new-fusion-dining-concept-to-fidi/,2026-07-31
2026-07-31,Drift Palm Beach to Open in West Palm Beach,"4919 S Dixie Hwy, West Palm Beach, FL 33405",https://whatnow.com/miami/restaurants/drift-palm-beach-to-open-in-west-palm-beach/,2026-07-31
2026-07-31,A Homegrown Phoenix Roaster Is Opening Inside Sprouts HQ,"20700 N 56th St, Phoenix, AZ 85054",https://whatnow.com/phoenix/restaurants/a-homegrown-phoenix-roaster-is-opening-inside-sprouts-hq/,2026-07-31
2026-07-31,SoHo to Welcome New Italian Restaurant: Levanto,"149 Grand St., New York, NY 10013",https://whatnow.com/new-york/restaurants/soho-to-welcome-new-italian-restaurant-levanto/,2026-07-31
2026-07-31,Don Patron Will Serve Up “A New Taste of Apopka Nights”,"34 E Main St, Apopka, FL 32703",https://whatnow.com/orlando/restaurants/don-patron-will-serve-up-a-new-taste-of-apopka-nights/,2026-07-31
2026-07-31,Sugar Fluff to Open in The Galleria in Uptown,"5085 Westheimer Rd, Houston, TX 77056",https://whatnow.com/houston/restaurants/sugar-fluff-to-open-in-the-galleria-in-uptown/,2026-07-31
2026-07-31,Top Dog Cocktails Debuts Vinyl Listening Bar: 'Analog Move in Digital World',,https://whatnow.com/philadelphia/restaurants/top-dog-cocktails-debuts-vinyl-listening-bar-analog-move-in-digital-world/,2026-07-31
2026-07-31,Gong Cha's 50-Unit Texas Deal Will Bring New Locations to Austin,,https://whatnow.com/austin/restaurants/gong-chas-50-unit-texas-deal-will-bring-new-locations-to-austin/,2026-08-01
2026-07-31,7 Brew Coffee Planning New Drive-Thru Location in Powell,"4087 W Powell Rd, Powell, OH 43065, USA",https://whatnow.com/columbus/restaurants/7-brew-coffee-planning-new-drive-thru-location-in-powell/,2026-07-31
2026-07-30,"Pasta & Pomo, Fresh Handmade Pasta Bar, to Open in Spring Valley","Apache Plaza, 5165 S Fort Apache Rd, Las Vegas, NV 89148",https://whatnow.com/las-vegas/restaurants/pasta-pomo-fresh-handmade-pasta-bar-to-open-in-spring-valley/,2026-07-31
2026-07-30,A Hotel Redevelopment Is Ending Two of Laguna Beach's Most Beloved Restaurants,,https://whatnow.com/orange-county/restaurants/a-hotel-redevelopment-is-ending-two-of-laguna-beachs-most-beloved-restaurants/,2026-07-30
2026-07-30,Taco Bell Has Plans for New Jacksonville Restaurant,"7211 Normandy Blvd, Jacksonville, FL 32205",https://whatnow.com/jacksonville/restaurants/taco-bell-has-plans-for-new-jacksonville-restaurant/,2026-07-30
2026-07-30,Streetlight Taco Expanding to Clearwater,"432 Cleveland St, Clearwater, FL 33755",https://whatnow.com/tampa/restaurants/streetlight-taco-expanding-to-clearwater/,2026-07-30
2026-07-30,"Iris Coffee Lab Launching New Coffee and Bakery Concept, Madeleine","421 N Harrington St, Raleigh, NC 27603, United States",https://whatnow.com/charlotte/restaurants/iris-coffee-lab-launching-new-coffee-and-bakery-concept-madeleine/,2026-07-30
2026-07-30,Thistle & Thyme Bistro Targeting Late August Opening in Everett,"617 128th St SW, Everett, WA 98204",https://whatnow.com/seattle/restaurants/thistle-thyme-bistro-targeting-late-august-opening-in-everett/,2026-07-31
2026-07-30,Fat Tuesday Plans Return to Jacksonville With Five Points Location,"1045 Park St, Jacksonville, FL 32204",https://whatnow.com/jacksonville/restaurants/fat-tuesday-plans-return-to-jacksonville-with-five-points-location/,2026-07-30
2026-07-30,Denver-Based Mexican Restaurant Alteño Is Coming to Charleston,"89 Cannon St, Charleston, SC 29403",https://whatnow.com/charleston/restaurants/denver-based-mexican-restaurant-alteno-is-coming-to-charleston/,2026-07-30
2026-07-30,Tipsy Tuna Bringing Hawaiian-Style Poke to Coupeville,"15 NW Coveland St, Coupeville, WA 98239",https://whatnow.com/seattle/restaurants/tipsy-tuna-bringing-hawaiian-style-poke-to-coupeville/,2026-07-30
2026-07-30,Harbor Bar Preparing to Reopen Under New Ownership,"749 Point Brown Ave NW #2, Ocean Shores, WA 98569",https://whatnow.com/seattle/restaurants/harbor-bar-preparing-to-reopen-under-new-ownership/,2026-07-31
2026-07-30,Egg Harbor Cafe Plans New Denver Location at Belleview Station,"7222 E Layton Ave, Denver, CO 80237",https://whatnow.com/denver/restaurants/egg-harbor-cafe-plans-new-denver-location-at-belleview-station/,2026-07-31
2026-07-30,Pura Bean Coffee Co. Plans New Jacksonville Airport Location,"2400 Yankee Clipper Dr, Jacksonville, FL 32218",https://whatnow.com/jacksonville/restaurants/pura-bean-coffee-co-plans-new-jacksonville-airport-location/,2026-07-30
2026-07-30,Juici Patties Plans Tampa Debut,"2705 University Square Dr #130, Tampa, FL 33612",https://whatnow.com/tampa/restaurants/juici-patties-plans-tampa-debut/,2026-07-30
2026-07-30,Kyo Matcha Brewing Up Two More Greater Boston Locations,,https://whatnow.com/boston/restaurants/kyo-matcha-brewing-up-two-more-greater-boston-locations/,2026-07-31
2026-07-30,Schiaparelli Planning South Coast Plaza Boutique,"3333 Bristol St, Costa Mesa, CA 92626",https://whatnow.com/uncategorized/restaurants/schiaparelli-planning-south-coast-plaza-boutique/,2026-07-31
2026-07-30,7 New York Restaurants That Closed Their Doors in July After Years in Business,,https://whatnow.com/new-york/restaurants/7-new-york-restaurants-that-closed-their-doors-in-july-after-years-in-business/,2026-07-30
2026-07-30,Romados Expanding to Pointe Claire,,https://whatnow.com/montreal/restaurants/romados-expanding-to-pointe-claire/,2026-07-30
2026-07-30,NYC Favorite 'Fumo' Bringing Wood-Fired Pizza and $14 Pasta Specials to Beacon Hill,"9 Park St Pl, Boston, MA 02108",https://whatnow.com/boston/restaurants/nyc-favorite-fumo-bringing-wood-fired-pizza-and-14-pasta-specials-to-beacon-hill/,2026-07-30
2026-07-30,One of Williamsburg's Best-Known Arcade Bars Is Preparing to Close,"388 Union Ave, Brooklyn, NY 11211",https://whatnow.com/new-york/restaurants/one-of-williamsburgs-best-known-arcade-bars-is-preparing-to-close/,2026-07-30
2026-07-30,Popular Caterers Planning Brick-and-Mortar in St. Bernard Parish,"2001 E Judge Perez Dr, Chalmette, LA 70043",https://whatnow.com/new-orleans/restaurants/popular-caterers-planning-brick-and-mortar-in-st-bernard-parish/,2026-07-30
2026-07-30,RPM Raceway Parking at Oakbrook Center for Latest Location,"2310 Oakbrook Center, Oak Brook, IL 60523",https://whatnow.com/chicago/restaurants/rpm-raceway-parking-at-oakbrook-center-for-latest-location/,2026-07-30
2026-07-30,Smash'd Planning Major Expansion to Double Dining Space in San Antonio,"520 E Grayson St, San Antonio, TX 78215, USA",https://whatnow.com/san-antonio/restaurants/smashd-planning-major-expansion-to-double-dining-space-in-san-antonio/,2026-07-31
2026-07-30,A Nearly 17-Year-Old Cuban Restaurant Is Closing Its Slidell Dining Room,"2170 Gause Blvd W, Slidell, LA 70460, United States",https://whatnow.com/new-orleans/restaurants/a-nearly-17-year-old-cuban-restaurant-is-closing-its-slidell-dining-room/,2026-07-30
2026-07-30,Brick Street Bagels Coming Full Circle With New South End Market Concept,"570 Tremont St, Boston, MA 02118",https://whatnow.com/boston/restaurants/brick-street-bagels-coming-full-circle-with-new-south-end-market-concept/,2026-07-31
2026-07-30,Versailles is Opening an Additional Miami International Airport Location,"2100 NW 42nd Ave, Miami, FL 33126",https://whatnow.com/miami/restaurants/versailles-is-opening-an-additional-miami-international-airport-location/,2026-07-31
2026-07-30,Death of Hospitality Group to Debut Luckies Bar & Grill,"90 Adelphia Rd., Farmingdale, NJ 07727",https://whatnow.com/philadelphia/restaurants/death-of-hospitality-group-to-debut-luckies-bar-grill/,2026-07-30
2026-07-30,6 Atlanta Restaurants That Permanently Closed in July 2026,,https://whatnow.com/atlanta/restaurants/6-atlanta-restaurants-that-permanently-closed-in-july-2026/,2026-07-30
2026-07-30,Popular Lake Charles Pan-Asian Spot Adding Second Location,"4058 Ryan St, Suites 600, 700, and 800, Lake Charles, LA 70605",https://whatnow.com/new-orleans/restaurants/popular-lake-charles-pan-asian-spot-adding-second-location/,2026-07-30
2026-07-30,Taqueria Los Gallitos Has Plans for New Denver Restaurant,"7840 E Colfax Ave, Denver, CO 80220",https://whatnow.com/denver/restaurants/taqueria-los-gallitos-has-plans-for-new-denver-restaurant/,2026-07-30
